investor_id,investor_name,city,age_group,fund_name,monthly_investment,sip_start_date,sip_end_date,missed_payments,status,churn
INV00233,Nandini Singh,Indore,36-45,Kotak Emerging Equity Fund,4500,2021-04-01,,20,active,0
INV00234,Lakshmi Nair,Pune,36-45,ICICI Pru Bluechip Fund,8000,2017-07-01,,44,active,0
INV00235,Meena Rao,Ahmedabad,25-35,UTI Flexi Cap Fund,7000,2021-08-01,,24,active,0
INV00236,Priya Reddy,Delhi,36-45,DSP Mid Cap Fund,2000,2018-10-01,2020-10-01,31,stopped,1
INV00237,Vivek Mishra,Jaipur,25-35,Kotak Standard Multicap Fund,11500,2015-06-01,2024-07-01,37,stopped,1
INV00238,Sanjay Mehta,Pune,46-55,Canara Robeco Emerging Equities,23500,2019-06-01,2022-02-01,36,stopped,1
INV00239,Karthik Shukla,Chandigarh,25-35,Aditya Birla SL Frontline Equity,4500,2017-10-01,,39,active,0
INV00240,Lakshmi Sinha,Bangalore,36-45,ICICI Pru Value Discovery Fund,6000,2019-10-01,2022-05-01,21,stopped,1
INV00241,Rekha Nair,Ahmedabad,46-55,Nippon India Growth Fund,4500,2020-01-01,2023-09-01,33,stopped,1
INV00242,Gaurav Tiwari,Indore,55+,ICICI Pru Bluechip Fund,3000,2016-06-01,2018-03-01,41,stopped,1
INV00243,Meena Saxena,Chandigarh,25-35,SBI Small Cap Fund,4000,2021-02-01,2022-03-01,26,stopped,1
INV00244,Pranav Dubey,Vadodara,25-35,SBI Bluechip Fund,20000,2018-02-01,,33,active,0
INV00245,Vivek Khanna,Delhi,36-45,HDFC Mid-Cap Opportunities Fund,1500,2017-12-01,2023-03-01,46,stopped,1
INV00246,Shweta Verma,Chandigarh,36-45,Aditya Birla SL Frontline Equity,5000,2022-11-01,2024-06-01,14,stopped,1
INV00247,Harish Yadav,Surat,36-45,Nippon India Growth Fund,3500,2021-07-01,2023-08-01,27,stopped,1
INV00248,Dinesh Menon,Lucknow,46-55,UTI Flexi Cap Fund,1500,2018-07-01,2024-04-01,35,stopped,1
INV00249,Ananya Mehta,Jaipur,55+,HDFC Mid-Cap Opportunities Fund,4000,2016-09-01,2017-10-01,59,stopped,1
INV00250,Shweta Nair,Bhopal,25-35,Franklin India Prima Fund,4500,2015-03-01,,70,active,0
INV00251,Kuldeep Reddy,Jaipur,36-45,ICICI Pru Value Discovery Fund,1500,2015-05-01,,42,active,0
INV00252,Anil Saxena,Pune,36-45,HDFC Mid-Cap Opportunities Fund,29000,2018-07-01,2024-01-01,31,stopped,1
INV00253,Rekha Tiwari,Chennai,36-45,Nippon India Small Cap Fund,5000,2016-07-01,,71,active,0
INV00254,Ravi Sharma,Indore,25-35,UTI Flexi Cap Fund,3000,2019-01-01,2022-09-01,41,stopped,1
INV00255,Anjali Tiwari,Vadodara,36-45,Axis Long Term Equity Fund,4500,2019-09-01,2024-07-01,30,stopped,1
INV00256,Gaurav Kapoor,Bangalore,25-35,SBI Small Cap Fund,4000,2022-03-01,2024-10-01,21,stopped,1
INV00257,Neha Patel,Vadodara,46-55,HDFC Mid-Cap Opportunities Fund,16500,2015-02-01,2021-04-01,46,stopped,1
INV00258,Nandini Joshi,Mumbai,25-35,HDFC Flexi Cap Fund,4500,2017-04-01,2020-12-01,36,stopped,1
INV00259,Vijay Chaudhary,Bhopal,46-55,Canara Robeco Emerging Equities,10500,2017-01-01,2018-11-01,59,stopped,1
INV00260,Pooja Gupta,Surat,55+,Axis Bluechip Fund,5000,2021-04-01,,21,active,0
INV00261,Dinesh Singh,Jaipur,25-35,ICICI Pru Value Discovery Fund,9000,2022-06-01,,11,active,0
INV00262,Deepa Pandey,Delhi,25-35,Axis Long Term Equity Fund,5500,2021-06-01,2022-12-01,21,stopped,1
INV00263,Deepa Tiwari,Delhi,55+,Canara Robeco Emerging Equities,4000,2016-03-01,,60,active,0
INV00264,Neha Singh,Vadodara,36-45,HDFC Flexi Cap Fund,2000,2017-08-01,2022-01-01,36,stopped,1
INV00265,Kuldeep Agarwal,Indore,36-45,ICICI Pru Bluechip Fund,9500,2021-07-01,,20,active,0
INV00266,Sunil Sinha,Jaipur,55+,HDFC Mid-Cap Opportunities Fund,2000,2016-01-01,2024-01-01,55,stopped,1
INV00267,Archana Iyer,Chennai,25-35,Mirae Asset Emerging Bluechip Fund,2500,2018-12-01,2023-02-01,28,stopped,1
INV00268,Mala Chaudhary,Hyderabad,36-45,Kotak Emerging Equity Fund,1000,2015-09-01,2021-11-01,73,stopped,1
INV00269,Gaurav Singh,Jaipur,25-35,Franklin India Prima Fund,6500,2022-11-01,2024-11-01,13,stopped,1
INV00270,Priya Iyer,Indore,25-35,DSP Mid Cap Fund,2000,2021-05-01,,15,active,0
INV00271,Rohini Verma,Visakhapatnam,25-35,Mirae Asset Large Cap Fund,8500,2016-05-01,2023-03-01,35,stopped,1
INV00272,Sunil Kapoor,Vadodara,25-35,Nippon India Small Cap Fund,5000,2015-03-01,2023-07-01,58,stopped,1
INV00273,Kuldeep Malhotra,Chennai,46-55,Nippon India Growth Fund,4000,2018-08-01,,36,active,0
INV00274,Archana Patel,Ahmedabad,46-55,Mirae Asset Large Cap Fund,3000,2017-11-01,,35,active,0
INV00275,Mala Chaudhary,Ahmedabad,36-45,UTI Flexi Cap Fund,2000,2020-04-01,2021-05-01,37,stopped,1
INV00276,Suresh Verma,Kochi,36-45,Franklin India Prima Fund,3500,2022-09-01,,14,active,0
INV00277,Mala Reddy,Bangalore,46-55,SBI Bluechip Fund,1500,2017-02-01,2024-10-01,44,stopped,1
INV00278,Rekha Saxena,Vadodara,46-55,Nippon India Growth Fund,2000,2020-01-01,,37,active,0
INV00279,Geeta Chaudhary,Mumbai,25-35,ICICI Pru Value Discovery Fund,11500,2016-11-01,2021-11-01,29,stopped,1
INV00280,Neha Saxena,Bhopal,36-45,SBI Bluechip Fund,5000,2017-06-01,,34,active,0
INV00281,Archana Chauhan,Delhi,25-35,HDFC Mid-Cap Opportunities Fund,15000,2020-03-01,2024-11-01,34,stopped,1
INV00282,Manoj Iyer,Chandigarh,46-55,HDFC Mid-Cap Opportunities Fund,13500,2019-05-01,,35,active,0
INV00283,Sanjay Shukla,Pune,25-35,Nippon India Small Cap Fund,15500,2017-05-01,,31,active,0
INV00284,Rohan Bansal,Mumbai,25-35,Mirae Asset Large Cap Fund,2500,2022-02-01,2023-09-01,10,stopped,1
INV00285,Kavya Yadav,Kolkata,46-55,HDFC Mid-Cap Opportunities Fund,6000,2019-05-01,2023-08-01,32,stopped,1
INV00286,Karthik Malhotra,Kolkata,25-35,Kotak Emerging Equity Fund,1500,2015-03-01,2019-09-01,65,stopped,1
INV00287,Puja Yadav,Delhi,55+,Franklin India Prima Fund,3500,2022-12-01,,9,active,0
INV00288,Swati Malhotra,Bhopal,25-35,Aditya Birla SL Frontline Equity,6500,2019-12-01,2024-03-01,28,stopped,1
INV00289,Vijay Malhotra,Nagpur,25-35,ICICI Pru Bluechip Fund,6000,2021-02-01,2023-11-01,12,stopped,1
INV00290,Karthik Saxena,Hyderabad,25-35,ICICI Pru Bluechip Fund,14000,2016-07-01,2018-05-01,34,stopped,1
INV00291,Suresh Verma,Hyderabad,25-35,Nippon India Growth Fund,4000,2020-03-01,2024-05-01,28,stopped,1
INV00292,Sunil Patel,Indore,36-45,Franklin India Prima Fund,7000,2019-04-01,2022-06-01,31,stopped,1
INV00293,Harish Chauhan,Kochi,25-35,ICICI Pru Value Discovery Fund,3000,2016-06-01,2018-10-01,47,stopped,1
INV00294,Shweta Agarwal,Delhi,46-55,ICICI Pru Bluechip Fund,5500,2021-02-01,,20,active,0
INV00295,Lata Mishra,Mumbai,36-45,ICICI Pru Bluechip Fund,6000,2019-04-01,,22,active,0
INV00296,Dinesh Nair,Chennai,46-55,Aditya Birla SL Frontline Equity,1000,2020-02-01,,20,active,0
INV00297,Rahul Bansal,Bhopal,25-35,Aditya Birla SL Frontline Equity,4500,2022-06-01,,15,active,0
INV00298,Rahul Iyer,Hyderabad,46-55,Nippon India Small Cap Fund,18000,2020-12-01,2023-08-01,13,stopped,1
INV00299,Swati Shukla,Hyderabad,25-35,Parag Parikh Flexi Cap Fund,2500,2016-09-01,,30,active,0
INV00300,Rekha Patel,Chennai,55+,Franklin India Prima Fund,4000,2020-08-01,2023-12-01,29,stopped,1
INV00301,Rahul Yadav,Kolkata,36-45,Nippon India Small Cap Fund,10000,2018-09-01,,50,active,0
INV00302,Gaurav Reddy,Lucknow,36-45,Franklin India Prima Fund,1500,2017-10-01,2022-06-01,48,stopped,1
INV00303,Deepa Patel,Kochi,36-45,UTI Flexi Cap Fund,5500,2017-02-01,2022-02-01,42,stopped,1
INV00304,Anjali Kumar,Surat,36-45,SBI Small Cap Fund,3000,2018-12-01,2020-10-01,38,stopped,1
INV00305,Manoj Sinha,Chandigarh,36-45,HDFC Flexi Cap Fund,2000,2018-12-01,2023-12-01,31,stopped,1
INV00306,Arjun Agarwal,Vadodara,36-45,HDFC Flexi Cap Fund,2500,2018-04-01,,26,active,0
INV00307,Pranav Yadav,Lucknow,25-35,Franklin India Prima Fund,10000,2021-01-01,2023-12-01,19,stopped,1
INV00308,Ananya Iyer,Vadodara,36-45,Kotak Emerging Equity Fund,13000,2022-10-01,,15,active,0
INV00309,Lakshmi Patel,Kolkata,36-45,DSP Mid Cap Fund,3000,2017-08-01,,50,active,0
INV00310,Geeta Singh,Nagpur,36-45,Kotak Emerging Equity Fund,2500,2015-09-01,2022-12-01,60,stopped,1
INV00311,Sunita Tiwari,Bhopal,25-35,HDFC Flexi Cap Fund,5000,2022-07-01,,11,active,0
INV00312,Vivek Patel,Delhi,25-35,SBI Small Cap Fund,3000,2017-08-01,2019-12-01,48,stopped,1
INV00313,Dinesh Chauhan,Jaipur,36-45,Kotak Emerging Equity Fund,5500,2015-08-01,,55,active,0
INV00314,Rahul Mehta,Pune,46-55,Canara Robeco Emerging Equities,9000,2020-09-01,,30,active,0
INV00315,Lata Joshi,Surat,36-45,HDFC Mid-Cap Opportunities Fund,12000,2020-07-01,,29,active,0
INV00316,Kuldeep Chopra,Pune,25-35,Canara Robeco Emerging Equities,2500,2018-07-01,2020-09-01,46,stopped,1
INV00317,Rohan Khanna,Kochi,36-45,Axis Long Term Equity Fund,4000,2020-07-01,,17,active,0
INV00318,Swati Pandey,Mumbai,25-35,Mirae Asset Large Cap Fund,9000,2015-09-01,2023-01-01,44,stopped,1
INV00319,Ashish Patel,Lucknow,36-45,HDFC Flexi Cap Fund,2000,2018-12-01,2023-03-01,26,stopped,1
INV00320,Divya Tiwari,Visakhapatnam,46-55,SBI Small Cap Fund,5000,2015-05-01,2024-09-01,83,stopped,1
INV00321,Divya Joshi,Kochi,36-45,Nippon India Small Cap Fund,1000,2017-02-01,2019-04-01,61,stopped,1
INV00322,Archana Sinha,Bangalore,36-45,Axis Long Term Equity Fund,1500,2015-10-01,,55,active,0
INV00323,Dinesh Bansal,Delhi,46-55,SBI Bluechip Fund,12000,2016-04-01,2019-08-01,59,stopped,1
INV00324,Mala Agarwal,Surat,25-35,Kotak Standard Multicap Fund,4000,2016-07-01,,51,active,0
INV00325,Rohini Iyer,Delhi,46-55,Parag Parikh Flexi Cap Fund,7000,2020-10-01,,10,active,0
INV00326,Sunil Reddy,Indore,46-55,HDFC Flexi Cap Fund,2000,2015-11-01,2017-07-01,59,stopped,1
INV00327,Vijay Malhotra,Hyderabad,36-45,Axis Bluechip Fund,1000,2018-04-01,2019-08-01,31,stopped,1
INV00328,Preeti Tiwari,Bhopal,36-45,ICICI Pru Bluechip Fund,9500,2018-04-01,,31,active,0
INV00329,Suresh Joshi,Surat,36-45,ICICI Pru Value Discovery Fund,4000,2021-11-01,,12,active,0
INV00330,Meena Sharma,Nagpur,46-55,Axis Long Term Equity Fund,1500,2022-01-01,,21,active,0
INV00331,Seema Dubey,Pune,46-55,DSP Mid Cap Fund,1000,2021-02-01,,32,active,0
INV00332,Geeta Sharma,Pune,25-35,Nippon India Small Cap Fund,21500,2017-06-01,2021-03-01,35,stopped,1
INV00333,Manish Chopra,Indore,25-35,Kotak Standard Multicap Fund,9500,2022-02-01,,7,active,0
INV00334,Rohan Kumar,Chandigarh,36-45,HDFC Flexi Cap Fund,3000,2017-07-01,,30,active,0
INV00335,Sanjay Malhotra,Kochi,36-45,Aditya Birla SL Frontline Equity,2500,2018-05-01,,39,active,0
INV00336,Ashish Singh,Nagpur,55+,ICICI Pru Bluechip Fund,6000,2016-04-01,2021-04-01,33,stopped,1
INV00337,Rajesh Joshi,Visakhapatnam,36-45,SBI Small Cap Fund,28000,2015-12-01,2019-05-01,54,stopped,1
INV00338,Swati Dubey,Nagpur,55+,Aditya Birla SL Frontline Equity,3000,2016-10-01,,54,active,0
INV00339,Lata Iyer,Ahmedabad,36-45,Canara Robeco Emerging Equities,3500,2021-11-01,2022-05-01,22,stopped,1
INV00340,Rahul Reddy,Jaipur,36-45,HDFC Flexi Cap Fund,3500,2019-07-01,,30,active,0
INV00341,Gaurav Sinha,Vadodara,25-35,Aditya Birla SL Frontline Equity,3500,2020-08-01,,19,active,0
INV00342,Nitin Khanna,Indore,25-35,HDFC Flexi Cap Fund,5000,2022-04-01,,9,active,0
INV00343,Lata Verma,Kolkata,46-55,SBI Bluechip Fund,7000,2019-04-01,2022-08-01,27,stopped,1
INV00344,Pooja Mishra,Chandigarh,36-45,Mirae Asset Emerging Bluechip Fund,2000,2020-02-01,2024-09-01,30,stopped,1
INV00345,Pooja Joshi,Lucknow,25-35,Nippon India Growth Fund,5000,2019-10-01,,36,active,0
INV00346,Karthik Joshi,Bangalore,55+,Nippon India Growth Fund,6000,2015-08-01,,57,active,0
INV00347,Yogesh Yadav,Chandigarh,25-35,Aditya Birla SL Frontline Equity,15000,2019-09-01,2023-02-01,24,stopped,1
INV00348,Harish Shukla,Mumbai,46-55,Nippon India Small Cap Fund,7000,2022-04-01,,21,active,0
INV00349,Rohan Pillai,Nagpur,36-45,Kotak Emerging Equity Fund,3500,2020-12-01,2021-12-01,23,stopped,1
INV00350,Kuldeep Yadav,Bhopal,25-35,HDFC Flexi Cap Fund,6500,2019-05-01,2020-09-01,24,stopped,1
INV00351,Harish Verma,Lucknow,46-55,Canara Robeco Emerging Equities,5000,2021-07-01,,28,active,0
INV00352,Rajesh Nair,Pune,36-45,Kotak Standard Multicap Fund,7000,2021-07-01,2022-03-01,21,stopped,1
INV00353,Rahul Chauhan,Surat,46-55,SBI Small Cap Fund,8500,2021-05-01,2024-06-01,29,stopped,1
INV00354,Lakshmi Menon,Ahmedabad,25-35,SBI Bluechip Fund,3500,2015-07-01,2016-05-01,56,stopped,1
INV00355,Yogesh Chaudhary,Bangalore,55+,HDFC Flexi Cap Fund,37000,2019-08-01,2022-06-01,25,stopped,1
INV00356,Kavya Rao,Hyderabad,25-35,Nippon India Small Cap Fund,3500,2016-06-01,,53,active,0
INV00357,Archana Patel,Visakhapatnam,36-45,SBI Bluechip Fund,13500,2020-11-01,,18,active,0
INV00358,Anil Gupta,Vadodara,46-55,ICICI Pru Bluechip Fund,4000,2020-10-01,,26,active,0
INV00359,Pranav Bansal,Vadodara,36-45,Kotak Emerging Equity Fund,4500,2019-08-01,2024-08-01,27,stopped,1
INV00360,Ravi Yadav,Ahmedabad,25-35,Nippon India Small Cap Fund,4000,2018-12-01,2021-09-01,50,stopped,1
INV00361,Suresh Pillai,Kolkata,36-45,ICICI Pru Bluechip Fund,1000,2020-02-01,,21,active,0
INV00362,Sunil Chaudhary,Chandigarh,36-45,ICICI Pru Value Discovery Fund,1500,2021-08-01,2024-10-01,12,stopped,1
INV00363,Ravi Dubey,Kolkata,36-45,Nippon India Small Cap Fund,12500,2022-11-01,2023-06-01,10,stopped,1
INV00364,Deepa Reddy,Lucknow,25-35,SBI Small Cap Fund,11500,2018-05-01,,50,active,0
INV00365,Sneha Dubey,Nagpur,55+,Mirae Asset Large Cap Fund,22000,2017-11-01,2023-02-01,37,stopped,1
INV00366,Manoj Sharma,Lucknow,46-55,SBI Small Cap Fund,10000,2021-02-01,2021-12-01,21,stopped,1
INV00367,Gaurav Yadav,Vadodara,46-55,Nippon India Growth Fund,9500,2021-01-01,,28,active,0
INV00368,Rohini Mishra,Indore,46-55,Kotak Emerging Equity Fund,1000,2016-04-01,,64,active,0
INV00369,Anil Tiwari,Indore,55+,Parag Parikh Flexi Cap Fund,3000,2022-10-01,2024-04-01,8,stopped,1
INV00370,Lata Mishra,Chennai,36-45,Canara Robeco Emerging Equities,8000,2021-07-01,2023-02-01,38,stopped,1
INV00371,Puja Mishra,Chandigarh,25-35,DSP Mid Cap Fund,3500,2021-08-01,,21,active,0
INV00372,Archana Singh,Bhopal,55+,Aditya Birla SL Frontline Equity,11500,2017-08-01,2023-01-01,38,stopped,1
INV00373,Kavya Bansal,Bangalore,36-45,Kotak Emerging Equity Fund,2500,2022-05-01,,20,active,0
INV00374,Karthik Sharma,Delhi,25-35,UTI Flexi Cap Fund,4000,2020-09-01,,23,active,0
INV00375,Sanjay Sinha,Chandigarh,46-55,ICICI Pru Bluechip Fund,21500,2018-12-01,,32,active,0
INV00376,Dinesh Pandey,Bhopal,55+,DSP Mid Cap Fund,2500,2018-06-01,2020-07-01,39,stopped,1
INV00377,Gaurav Verma,Surat,55+,Parag Parikh Flexi Cap Fund,19500,2020-07-01,,19,active,0
INV00378,Amit Pandey,Kochi,46-55,SBI Small Cap Fund,4000,2015-04-01,,74,active,0
INV00379,Ravi Kapoor,Kochi,36-45,Nippon India Growth Fund,2500,2022-08-01,,15,active,0
INV00380,Kuldeep Tiwari,Surat,25-35,Aditya Birla SL Frontline Equity,3500,2017-10-01,,39,active,0
INV00381,Mala Kapoor,Pune,36-45,Axis Bluechip Fund,7500,2018-03-01,,29,active,0
INV00382,Sunil Kapoor,Kolkata,25-35,Franklin India Prima Fund,5000,2016-02-01,,59,active,0
INV00383,Amit Bansal,Nagpur,25-35,Franklin India Prima Fund,2000,2021-02-01,,40,active,0
INV00384,Meena Joshi,Jaipur,25-35,UTI Flexi Cap Fund,5000,2016-10-01,,48,active,0
INV00385,Arjun Reddy,Bhopal,25-35,ICICI Pru Value Discovery Fund,6000,2018-01-01,2019-10-01,32,stopped,1
INV00386,Preeti Chauhan,Indore,36-45,ICICI Pru Bluechip Fund,1000,2021-12-01,2024-09-01,16,stopped,1
INV00387,Vivek Kapoor,Bangalore,25-35,Kotak Standard Multicap Fund,7500,2018-01-01,2019-04-01,44,stopped,1
INV00388,Rekha Reddy,Lucknow,25-35,ICICI Pru Bluechip Fund,1500,2015-12-01,2024-04-01,50,stopped,1
INV00389,Archana Singh,Bhopal,25-35,Parag Parikh Flexi Cap Fund,8000,2018-09-01,2020-11-01,21,stopped,1
INV00390,Sunita Joshi,Nagpur,25-35,Axis Bluechip Fund,4000,2015-12-01,2021-09-01,47,stopped,1
INV00391,Kavya Singh,Vadodara,46-55,HDFC Mid-Cap Opportunities Fund,5500,2019-03-01,2022-04-01,40,stopped,1
INV00392,Vijay Reddy,Nagpur,25-35,HDFC Flexi Cap Fund,40000,2022-01-01,2024-05-01,14,stopped,1
INV00393,Vikram Joshi,Nagpur,55+,Nippon India Small Cap Fund,9000,2017-08-01,2021-12-01,36,stopped,1
INV00394,Anjali Singh,Pune,36-45,DSP Mid Cap Fund,17500,2015-11-01,,41,active,0
INV00395,Neha Agarwal,Pune,36-45,Mirae Asset Large Cap Fund,6500,2022-12-01,2023-10-01,15,stopped,1
INV00396,Archana Chauhan,Bhopal,36-45,HDFC Mid-Cap Opportunities Fund,6500,2015-09-01,2020-08-01,60,stopped,1
INV00397,Vikram Kumar,Surat,55+,Canara Robeco Emerging Equities,11000,2020-01-01,2021-04-01,30,stopped,1
INV00398,Ashish Joshi,Hyderabad,25-35,DSP Mid Cap Fund,7000,2020-03-01,,30,active,0
INV00399,Vijay Agarwal,Indore,25-35,Kotak Standard Multicap Fund,10500,2020-01-01,2024-08-01,34,stopped,1
INV00400,Archana Saxena,Visakhapatnam,25-35,HDFC Mid-Cap Opportunities Fund,2000,2017-12-01,2019-07-01,43,stopped,1
INV00401,Karthik Khanna,Mumbai,46-55,UTI Flexi Cap Fund,6000,2020-02-01,,24,active,0
INV00402,Archana Agarwal,Chandigarh,46-55,UTI Flexi Cap Fund,5000,2015-05-01,2019-02-01,39,stopped,1
INV00403,Mala Reddy,Nagpur,55+,Franklin India Prima Fund,4000,2022-03-01,,15,active,0
INV00404,Gaurav Gupta,Bangalore,36-45,Franklin India Prima Fund,3500,2018-12-01,2022-05-01,37,stopped,1
INV00405,Ravi Rao,Surat,46-55,SBI Small Cap Fund,4500,2015-04-01,,66,active,0
INV00406,Rohan Pillai,Lucknow,36-45,Canara Robeco Emerging Equities,1500,2019-02-01,2022-05-01,49,stopped,1
INV00407,Nitin Menon,Bhopal,36-45,ICICI Pru Value Discovery Fund,6500,2021-10-01,2024-11-01,19,stopped,1
INV00408,Preeti Kumar,Ahmedabad,25-35,Kotak Standard Multicap Fund,3000,2015-09-01,2024-07-01,45,stopped,1
INV00409,Lakshmi Patel,Jaipur,36-45,Axis Long Term Equity Fund,21500,2019-01-01,2023-07-01,35,stopped,1
INV00410,Rohini Shukla,Kolkata,25-35,Mirae Asset Emerging Bluechip Fund,5000,2018-08-01,2021-01-01,41,stopped,1
INV00411,Priya Malhotra,Bhopal,46-55,Kotak Standard Multicap Fund,3000,2017-05-01,2023-05-01,42,stopped,1
INV00412,Nitin Verma,Kochi,46-55,ICICI Pru Value Discovery Fund,3000,2016-05-01,2016-12-01,49,stopped,1
INV00413,Anil Tiwari,Bhopal,36-45,ICICI Pru Bluechip Fund,8500,2018-02-01,2021-05-01,27,stopped,1
INV00414,Vivek Malhotra,Surat,36-45,UTI Flexi Cap Fund,9500,2018-05-01,,25,active,0
INV00415,Vikram Sinha,Kolkata,55+,Axis Bluechip Fund,1500,2018-04-01,2024-09-01,33,stopped,1
INV00416,Pranav Singh,Hyderabad,46-55,SBI Small Cap Fund,12000,2020-07-01,,30,active,0
INV00417,Vivek Mehta,Nagpur,36-45,Axis Long Term Equity Fund,2500,2016-12-01,,44,active,0
INV00418,Archana Tiwari,Mumbai,25-35,Parag Parikh Flexi Cap Fund,11500,2018-06-01,2020-08-01,30,stopped,1
INV00419,Vijay Khanna,Mumbai,25-35,SBI Small Cap Fund,5000,2015-06-01,2016-01-01,76,stopped,1
INV00420,Puja Dubey,Visakhapatnam,55+,Parag Parikh Flexi Cap Fund,4000,2018-08-01,2019-04-01,22,stopped,1
INV00421,Sunita Bansal,Chennai,36-45,Axis Long Term Equity Fund,4500,2016-04-01,2021-10-01,41,stopped,1
INV00422,Pooja Dubey,Bangalore,36-45,HDFC Flexi Cap Fund,7000,2015-10-01,2023-04-01,45,stopped,1
INV00423,Kavya Iyer,Jaipur,55+,Aditya Birla SL Frontline Equity,1000,2018-10-01,2020-07-01,42,stopped,1
INV00424,Sanjay Tiwari,Visakhapatnam,36-45,ICICI Pru Bluechip Fund,3000,2021-09-01,2022-10-01,15,stopped,1
INV00425,Shweta Singh,Bhopal,25-35,Nippon India Small Cap Fund,21000,2019-03-01,,41,active,0
INV00426,Sanjay Malhotra,Lucknow,36-45,HDFC Mid-Cap Opportunities Fund,500,2022-01-01,,15,active,0
INV00427,Puja Mishra,Hyderabad,46-55,Kotak Standard Multicap Fund,2000,2019-11-01,2022-09-01,27,stopped,1
INV00428,Anjali Kumar,Lucknow,25-35,SBI Bluechip Fund,6500,2022-06-01,2023-04-01,16,stopped,1
INV00429,Sanjay Chauhan,Bhopal,36-45,Canara Robeco Emerging Equities,17500,2017-07-01,2018-09-01,40,stopped,1
INV00430,Arjun Tiwari,Hyderabad,25-35,SBI Bluechip Fund,6000,2019-01-01,2021-07-01,34,stopped,1
INV00431,Vijay Kumar,Visakhapatnam,36-45,Nippon India Growth Fund,9000,2022-09-01,,7,active,0
INV00432,Manoj Tiwari,Pune,25-35,Parag Parikh Flexi Cap Fund,11000,2017-02-01,,31,active,0
INV00433,Rajesh Menon,Lucknow,25-35,Mirae Asset Emerging Bluechip Fund,2500,2022-05-01,2023-08-01,17,stopped,1
INV00434,Swati Kumar,Kolkata,36-45,Axis Long Term Equity Fund,2500,2016-04-01,2019-02-01,39,stopped,1
INV00435,Swati Kumar,Vadodara,46-55,SBI Bluechip Fund,1500,2018-10-01,,32,active,0
INV00436,Ananya Rao,Mumbai,25-35,SBI Bluechip Fund,11000,2018-07-01,,37,active,0
INV00437,Swati Saxena,Lucknow,46-55,Mirae Asset Large Cap Fund,4000,2021-05-01,2022-08-01,25,stopped,1
INV00438,Swati Pandey,Ahmedabad,36-45,HDFC Flexi Cap Fund,1000,2019-09-01,2024-07-01,28,stopped,1
INV00439,Rajesh Menon,Lucknow,36-45,Parag Parikh Flexi Cap Fund,8000,2019-12-01,2023-09-01,20,stopped,1
INV00440,Pooja Khanna,Bangalore,25-35,Kotak Emerging Equity Fund,27500,2020-09-01,,21,active,0
INV00441,Sneha Verma,Nagpur,36-45,Nippon India Small Cap Fund,4500,2016-09-01,2020-09-01,56,stopped,1
INV00442,Ananya Saxena,Kochi,55+,ICICI Pru Bluechip Fund,4500,2016-09-01,2023-05-01,43,stopped,1
INV00443,Gaurav Pandey,Kolkata,25-35,Axis Long Term Equity Fund,7500,2016-08-01,2022-08-01,40,stopped,1
INV00444,Ashish Nair,Chennai,25-35,Franklin India Prima Fund,3500,2018-05-01,,47,active,0
INV00445,Pooja Gupta,Lucknow,36-45,SBI Small Cap Fund,4500,2020-11-01,,28,active,0
INV00446,Lata Khanna,Ahmedabad,25-35,Nippon India Small Cap Fund,2000,2022-07-01,2023-04-01,19,stopped,1
INV00447,Neha Shukla,Visakhapatnam,36-45,Franklin India Prima Fund,4500,2019-08-01,2024-03-01,40,stopped,1
INV00448,Pranav Kapoor,Bhopal,36-45,SBI Small Cap Fund,11000,2019-01-01,2022-05-01,41,stopped,1
INV00449,Lakshmi Kapoor,Chandigarh,36-45,Nippon India Small Cap Fund,13000,2021-10-01,2022-08-01,16,stopped,1
INV00450,Sneha Menon,Vadodara,55+,Franklin India Prima Fund,3500,2017-10-01,,53,active,0
INV00451,Arjun Reddy,Pune,25-35,Axis Bluechip Fund,3000,2021-11-01,2023-04-01,26,stopped,1
INV00452,Sanjay Bansal,Kolkata,55+,HDFC Flexi Cap Fund,8500,2017-10-01,,31,active,0
INV00453,Pranav Chopra,Lucknow,25-35,HDFC Flexi Cap Fund,2000,2017-10-01,2022-10-01,47,stopped,1
INV00454,Dinesh Menon,Kochi,55+,HDFC Flexi Cap Fund,14000,2019-12-01,2023-04-01,28,stopped,1
INV00455,Rohini Yadav,Pune,36-45,Nippon India Growth Fund,3000,2017-01-01,2018-01-01,39,stopped,1
INV00456,Sanjay Patel,Chennai,25-35,DSP Mid Cap Fund,23000,2020-07-01,2024-08-01,20,stopped,1
INV00457,Nandini Sinha,Lucknow,25-35,ICICI Pru Bluechip Fund,2500,2019-11-01,2024-07-01,19,stopped,1
INV00458,Sanjay Tiwari,Bangalore,55+,ICICI Pru Value Discovery Fund,5000,2022-07-01,,19,active,0
INV00459,Puja Verma,Delhi,36-45,Mirae Asset Large Cap Fund,4000,2015-02-01,2019-07-01,50,stopped,1
INV00460,Sunil Menon,Lucknow,25-35,Axis Long Term Equity Fund,1500,2018-09-01,,38,active,0
INV00461,Ravi Saxena,Chandigarh,25-35,Parag Parikh Flexi Cap Fund,50000,2020-07-01,,10,active,0
INV00462,Pooja Dubey,Chandigarh,25-35,Kotak Emerging Equity Fund,3000,2015-01-01,,62,active,0
INV00463,Geeta Patel,Delhi,25-35,SBI Bluechip Fund,3000,2020-02-01,2021-09-01,26,stopped,1
